All Tips,Altmetric,Assessor,Citations,DOI,Detector,Doctype,PubPeer Users,Publisher,Title,Tortured Phrases,Venue,Year
2,0,Invitation for human assessors,1,10.1109/iss1.2017.8389410,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Four Novel Approaches for Detection of Region of Interest in Mammograms — A Comparative Study,lymph hub • malignancy chance,2017 International Conference on Intelligent Sustainable Systems (ICISS),2017
2,0,Invitation for human assessors,1,10.1109/icecds.2017.8390102,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Clinical Depression Detection for Adolescent by Speech Features,talked dialect • world wellbeing association,"2017 International Conference on Energy, Communication, Data Analytics and Soft Computing (ICECDS)",2017
2,0,Invitation for human assessors,1,10.1109/iccubea.2017.8463693,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Hierarchical Storage for Agro Informatics System Using NoSQL Technology,information distribution center • learning revelation in databases,"2017 International Conference on Computing, Communication, Control and Automation (ICCUBEA)",2017
2,0,Invitation for human assessors,1,10.1109/iccubea.2017.8463857,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Missing Person Detection System in IoT,crude information • k-implies grouping,"2017 International Conference on Computing, Communication, Control and Automation (ICCUBEA)",2017
2,0,Invitation for human assessors,1,10.1109/sysose.2018.8428702,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Customer Review Analytics using Subjective Loss Function for Conceptual-based Learning,slant investigation • profound learning AND deep learning,2018 13th Annual Conference on System of Systems Engineering (SoSE),2018
2,0,Invitation for human assessors,1,10.1109/iceca.2018.8474872,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Sensors in Transportation for Security Using RFID,choice emotionally supportive • vitality utilization,"2018 Second International Conference on Electronics, Communication and Aerospace Technology (ICECA)",2018
2,0,Invitation for human assessors,1,10.1109/iccsp.2018.8524146,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Urban Objects Classification from HSR-HTIR Data Using Gaussian and Mahalanobis Distance Classifiers,direct blend • hyper ghastly,2018 International Conference on Communication and Signal Processing (ICCSP),2018
2,0,Invitation for human assessors,1,10.1109/iccpeic.2018.8525217,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Power Savings and Energy Consumptions Amoung Households: A Planned Behaviour Theory Approach,vitality sparing • vitality utilization,"2018 Internat2018 International Conference on Computation of Power, Energy, Information and Communication (ICCPEIC)ional conference on computation of power, energy, Information and Communication (ICCPEIC)",2018
2,0,Invitation for human assessors,1,10.1109/iccsp.2018.8524350,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Enhancing Authenticated Intermediate Node in Rumor Riding Protocol,malevolent hub • middle of the road hub,2018 International Conference on Communication and Signal Processing (ICCSP),2018
2,0,Invitation for human assessors,1,10.1109/icsns.2018.8573610,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),An Investigation Approach Used for Pattern Classification and Recognition of an Emergency Vehicle,district of intrigue • back engendering AND neural,2018 International Conference on Soft-computing and Network Security (ICSNS),2018
2,0,Invitation for human assessors,1,10.1109/icsns.2018.8573627,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),A Review on Cluster Based Group Adaptive Hybrid Routing Protocol for Mobility in MANET,directing convention • versatile hub,2018 International Conference on Soft-computing and Network Security (ICSNS),2018
2,0,Invitation for human assessors,1,10.1109/icirca.2018.8596765,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Continuous Top-k Monitoring on Document Streams,ghastly bunching • ghastly grouping,2018 International Conference on Inventive Research in Computing Applications (ICIRCA),2018
2,0,Invitation for human assessors,1,10.1109/icirca.2018.8597360,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Medinsights: Twitter Based Platform for Health Care Analytics,preparation dataset • youthful grown-ups,2018 International Conference on Inventive Research in Computing Applications (ICIRCA),2018
2,0,Invitation for human assessors,1,10.1109/icwise.2018.8633289,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Design and Development of Message Authentication Process for Telemedicine Application,approval dataset • as pursues,2018 IEEE Conference on Wireless Sensors (ICWiSe),2018
2,0,Invitation for human assessors,1,10.1109/icenco.2018.8636130,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Improving Standard Progressive Multiple Sequence Alignment by Using Multithreading Techniques,amino corrosive • as pursues,2018 14th International Computer Engineering Conference (ICENCO),2018
2,0,Invitation for human assessors,1,10.1109/i-smac.2018.8653661,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),MAGRISYS: A SMART AND UBIQUITOUS CONTROLLED – ENVIRONMENT AGRICULTURE SYSTEM,choice emotionally supportive • sustenance security,"2018 2nd International Conference on I-SMAC (IoT in Social, Mobile, Analytics and Cloud) (I-SMAC)I-SMAC (IoT in Social, Mobile, Analytics and Cloud) (I-SMAC), 2018 2nd International Conference on",2018
2,0,Invitation for human assessors,1,10.1109/iccons.2018.8663005,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Application of Machine Learning Techniques for Stastical Analysis of Software Reliability Data Sets,coveted yield • monetary misfortunes,2018 Second International Conference on Intelligent Computing and Control Systems (ICICCS),2018
2,0,Invitation for human assessors,1,10.1109/gcwcn.2018.8668638,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),"Internet of Vehicles:Motivation, Layered Architecture and Research Challenges",driving reason • whatever remains of the paper,2018 IEEE Global Conference on Wireless Computing and Networking (GCWCN),2018
2,0,Invitation for human assessors,1,10.1109/icrtac.2018.8679129,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),TensorFlow Based Website Click through Rate (CTR) Prediction Using Heat maps,missing esteem • sigmoid capacity,2018 International Conference on Recent Trends in Advance Computing (ICRTAC),2018
2,0,Invitation for human assessors,1,10.1109/pgsret.2018.8686031,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Design & Fabrication of Gravity Based Solar Tracker Applied on Scheffler Reflector,ozone depleting substance discharge • vitality utilization,2018 International Conference on Power Generation Systems and Renewable Energy Technologies (PGSRET),2018
2,0,Invitation for human assessors,1,10.1109/gucon.2018.8674965,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Evaluation & Analysis of MPPT Controller for PV Systems,p-n intersection • shrouded layer,"2018 International Conference on Computing, Power and Communication Technologies (GUCON)",2018
2,0,Invitation for human assessors,1,10.1109/iccubea.2018.8697617,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),An Efficient Technique of Parallel Share Generation and Reconstruction for Medical Images,figuring asset • restorative imaging,2018 Fourth International Conference on Computing Communication Control and Automation (ICCUBEA),2018
2,0,Invitation for human assessors,1,10.1109/icit.2018.00047,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Smart Agriculture: An approach for Agriculture Management using Recent ICI,choice emotionally supportive • fake neural,2018 International Conference on Information Technology (ICIT),2018
2,0,Invitation for human assessors,1,10.1109/icssit.2018.8748402,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Analytical Performance Evaluation of an LDPC Coded FSO Communication System under Strong Atmospheric Turbulence,decent contender • vitality effective,2018 International Conference on Smart Systems and Inventive Technology (ICSSIT),2018
2,0,Invitation for human assessors,1,10.1109/bsb.2018.8770636,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),In Silico Peptide based Vaccine Identification against Swine Influenza Virus,organ disappointment • respiratory disappointment,2018 International Conference on Bioinformatics and Systems Biology (BSB),2018
2,0,Invitation for human assessors,1,10.1109/roma46407.2018.8986729,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),An Efficient Technique Using Parallel MFP for Mining Big Data,choice emotionally supportive • high-exactness,2018 IEEE 4th International Symposium in Robotics and Manufacturing Automation (ROMA),2018
2,0,Invitation for human assessors,1,10.1109/iceeccot43722.2018.9001463,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Energy Efficient Model for Mobility in IoT using RPL,directing convention • steering convention,"2018 International Conference on Electrical, Electronics, Communication, Computer, and Optimization Techniques (ICEECCOT)",2018
2,0,Invitation for human assessors,1,10.1109/rteict42901.2018.9012608,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Bearing fault diagnosis through vibration signals utilizing J-48 Decision Tree Algorithm,choice tree • wavelet decay,"2018 3rd IEEE International Conference on Recent Trends in Electronics, Information & Communication Technology (RTEICT)",2018
2,0,Invitation for human assessors,1,10.1109/rteict42901.2018.9012225,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Skeleton Bone Age Assessment Using Optimized Artificial Neural Network,convolution neural system • district of intrigue,"2018 3rd IEEE International Conference on Recent Trends in Electronics, Information & Communication Technology (RTEICT)",2018
2,0,Invitation for human assessors,1,10.1109/mintc.2018.8363158,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Cognitive Science Based Inclusive Border Management System,highlight extraction • preparation information,2018 Majan International Conference (MIC),2018
2,0,Invitation for human assessors,1,10.1109/iccsp.2019.8697998,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Assessment of Watershed Areas of Western and Eastern Ghats using Geospatial Techniques,programming bundle • untamed life,2019 International Conference on Communication and Signal Processing (ICCSP),2019
2,0,Invitation for human assessors,1,10.1109/icaset.2019.8714504,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),In-Depth Evaluation of Process Variables in Abrasive Waterjet Cutting of Alumina Ceramics,motor vitality • prescient model,2019 Advances in Science and Engineering Technology International Conferences (ASET),2019
2,0,Invitation for human assessors,1,10.1109/cisct.2019.8777427,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Orchestrating Heterogeneous Communities using Middleware Approach,pre-preparing • specially appointed system,2019 International Conference on Information Science and Communication Technology (ICISCT),2019
2,0,Invitation for human assessors,1,10.1109/iccmc.2019.8819681,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Image Steganography Using the Fusion of Quantum Computation and Wavelet Transformation,Wavelet change • direct blend,2019 3rd International Conference on Computing Methodologies and Communication (ICCMC),2019
2,0,Invitation for human assessors,1,10.1109/iceca.2019.8821850,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Analysis of the Vessel Parameters for the Detection of Hypertensive Retinopathy,eye ailments • pre-handling,"2019 3rd International conference on Electronics, Communication and Aerospace Technology (ICECA)",2019
2,0,Invitation for human assessors,1,10.1109/icoei.2019.8862742,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Contention Based Forwarding Message in Vanet After an Emergency Event,mist figuring • specially appointed system,2019 3rd International Conference on Trends in Electronics and Informatics (ICOEI),2019
2,0,Invitation for human assessors,1,10.1109/icecct.2019.8869483,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Effect of Network Parameters on Hop Count Estimation of Mobile Ad Hoc Network,advert hoc • specially appointed system,"2019 IEEE International Conference on Electrical, Computer and Communication Technologies (ICECCT)",2019
2,0,Invitation for human assessors,1,10.1109/idap.2019.8875965,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Comparison between Machine Learning Algorithms in the Predicting the Onset of Diabetes,dimensionality decrease • pre-preparing,2019 International Artificial Intelligence and Data Processing Symposium (IDAP),2019
2,0,Invitation for human assessors,1,10.1109/icscan.2019.8878688,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Prototype Design For Energy Consumption In Smart Home Using IOT,keen metering • vitality utilization,"2019 IEEE International Conference on System, Computation, Automation and Networking (ICSCAN)",2019
2,1,Invitation for human assessors,1,10.1109/oi.2019.8908246,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Using Internet of Things for sustainable groundwater drought management in the Modder River catchment of South Africa,has turned out to be a standout • remote sensor frameworks,2019 Open Innovations (OI),2019
2,0,Invitation for human assessors,1,10.1109/iconstem.2019.8918817,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),A Random Vector Functional Link Network Based Content Based Image Retrieval,Wavelet change • genuine esteemed,2019 Fifth International Conference on Science Technology Engineering and Mathematics (ICONSTEM),2019
2,0,Invitation for human assessors,1,10.1109/icasert.2019.8934618,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Data Mining Techniques for Predicting User Interest in Facebook Pages: A Comparison,K-closest neighbors • preparation information,"2019 1st International Conference on Advances in Science, Engineering and Robotics Technology (ICASERT)",2019
2,0,Invitation for human assessors,1,10.1109/nigeriacomputconf45974.2019.8949642,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Sinkhole Attack Detection in A Wireless Sensor Networks using Enhanced Ant Colony Optimization to Improve Detection Rate,shrewd home • specially appointed system,2019 2nd International Conference of the IEEE Nigeria Computer Chapter (NigeriaComputConf),2019
2,0,Invitation for human assessors,1,10.1109/icccis48478.2019.8974550,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Multi-Classifiers Comparison for Protein Secondary Structure Prediction,amino corrosive • preparation dataset,"2019 International Conference on Computing, Communication, and Intelligent Systems (ICCCIS)",2019
2,0,Invitation for human assessors,1,10.1109/rdcape47089.2019.8979065,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Digital Ticket Booking and Checking Using Aadhaar Card or Fingerprint and Android Application,as pursues • locale of enthusiasm,"2019 3rd International Conference on Recent Developments in Control, Automation & Power Engineering (RDCAPE)",2019
2,0,Invitation for human assessors,1,10.1109/icait47043.2019.8987265,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Automatic Segmentation of MRI Images for Brain Tumor using unet,highlight extraction • irregular walks,2019 1st International Conference on Advances in Information Technology (ICAIT),2019
2,0,Invitation for human assessors,1,10.1109/icait47043.2019.8987358,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Building Efficient Fruit Detection Model,arbitrary backwoods • highlight extraction,2019 1st International Conference on Advances in Information Technology (ICAIT),2019
2,0,Invitation for human assessors,1,10.1109/icait47043.2019.8987382,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Performance Analysis Based on Data Mining Technique in Predicting the Diabetic Disease - Decision tree and Naïve Bayes,choice tree • information digging,2019 1st International Conference on Advances in Information Technology (ICAIT),2019
2,0,Invitation for human assessors,1,10.1109/icssit46314.2019.8987830,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),EYE SPY Face Detection and Identification using YOLO,concealed Markov • facial highlights,2019 International Conference on Smart Systems and Inventive Technology (ICSSIT),2019
2,0,Invitation for human assessors,1,10.1109/icraecc43874.2019.8994981,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Modified sine cosine algorithm based secure IOT data placement technique in cloud computing environment,vitality effective • vitality utilization,2019 International Conference on Recent Advances in Energy-efficient Computing and Communication (ICRAECC),2019
2,0,Invitation for human assessors,1,10.1109/icraecc43874.2019.8995121,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Error Detection and Correction for SRAM Systems Using Improved Redundant Matrix Code,as pursues • disappointment rate,2019 International Conference on Recent Advances in Energy-efficient Computing and Communication (ICRAECC),2019
2,0,Invitation for human assessors,1,10.1109/icces45898.2019.9002407,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Sparse based Dimensionality Reduction for Big Data Management: SDN Perspective,dimensionality decrease • vitality productivity,2019 International Conference on Communication and Electronics Systems (ICCES),2019
2,0,Invitation for human assessors,1,10.1109/i2ct45611.2019.9033813,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Wide Area Monitoring System - Identification and Location of Fault using Voltage Measurement,Wavelet change • as pursues,2019 IEEE 5th International Conference for Convergence in Technology (I2CT),2019
2,0,Invitation for human assessors,1,10.1109/icisc44355.2019.9036407,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Assistive Technologies for Biologically Inspired Controller System - A Short Review Assistive Technologies for the Elderly,upper appendage • vitality utilization,2019 Third International Conference on Inventive Systems and Control (ICISC),2019
2,0,Invitation for human assessors,1,10.1109/iscon47742.2019.9036253,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),A Literature Survey on Robotics in Healthcare,high-exactness • man-made reasoning,2019 4th International Conference on Information Systems and Computer Networks (ISCON),2019
2,0,Invitation for human assessors,1,10.1109/hnicem48295.2019.9072846,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Real-time Class Attendance Monitoring using Smart Face Recognition,customary strategies • facial highlights,"2019 IEEE 11th International Conference on Humanoid, Nanotechnology, Information Technology, Communication and Control, Environment, and Management ( HNICEM )",2019
2,0,Invitation for human assessors,1,10.1109/smart46866.2019.9117522,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Image Watermarking Using APDCBT in Selected Pixel Blocks,Wavelet change • discrete cosine change,2019 8th International Conference System Modeling and Advancement in Research Trends (SMART),2019
2,0,Invitation for human assessors,1,10.1109/csde48274.2019.9162376,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Ransomware Noise Identification and Eviction Through Machine Learning Fundamental Filters,prescient model • speculation execution,2019 IEEE Asia-Pacific Conference on Computer Science and Data Engineering (CSDE),2019
2,0,Invitation for human assessors,1,10.1109/icese46178.2019.9194684,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Smart Campus by using IOT,fluffy induction • back proliferation AND neural,2019 International Conference on Emerging Trends in Science and Engineering (ICESE),2019
2,0,Invitation for human assessors,1,10.1109/icbdsc.2019.8645566,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Investigates Review of Leadership challenges in a Smart environment,as pursues • computerized reasoning,2019 4th MEC International Conference on Big Data and Smart City (ICBDSC),2019
2,0,Invitation for human assessors,1,10.1109/icomet48670.2020.9073897,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),A Study and Application Development on Monitoring Cardio-Vascular Attack using Internet of Thing (IoT),keen city • vitality utilization,"2020 3rd International Conference on Computing, Mathematics and Engineering Technologies (iCoMET)",2020
2,0,Invitation for human assessors,1,10.1109/icaccs48705.2020.9074468,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Review on Image Captioning and Speech Synthesis Techniques,acoustic highlights • as pursues,2020 6th International Conference on Advanced Computing and Communication Systems (ICACCS),2020
2,0,Invitation for human assessors,1,10.1109/icaccs48705.2020.9074309,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Medical Text Annotation Tool based on IBM Watson Platform,computerized reasoning • preparation information,2020 6th International Conference on Advanced Computing and Communication Systems (ICACCS),2020
2,0,Invitation for human assessors,1,10.1109/ic-etite47903.2020.300,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Analysis of Liver Disorder Using Classification Techniques: A Survey,bunching clustering~20 • bunching model,2020 International Conference on Emerging Trends in Information Technology and Engineering (ic-ETITE),2020
2,0,Invitation for human assessors,1,10.1109/iccci48352.2020.9104129,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Analyzing Different Domains using Data Mining Techniques,pre-preparing • shrouded examples,2020 International Conference on Computer Communication and Informatics (ICCCI),2020
2,0,Invitation for human assessors,1,10.1109/icoei48184.2020.9142963,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Implementation of a Privacy Preserving and Loss Data Retrieval System for Cloud Environment,haze figuring • mist registering,2020 4th International Conference on Trends in Electronics and Informatics (ICOEI)(48184),2020
2,0,Invitation for human assessors,1,10.1109/icabcd49160.2020.9183846,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Evaluating the effectiveness of QoS-Aware Routing Protocols for Cognitive Radio Ad-Hoc Networks,recurrence band • vitality utilization,"2020 International Conference on Artificial Intelligence, Big Data, Computing and Data Communication Systems (icABCD)",2020
2,0,Invitation for human assessors,1,10.1109/iccsp48568.2020.9182217,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Design of Inter and Intra Plane Communication Protocol for Software-Defined Wireless Sensor Network,steering convention • vitality utilization,2020 International Conference on Communication and Signal Processing (ICCSP),2020
2,0,Invitation for human assessors,1,10.1109/icsc48311.2020.9182723,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Automated Tomato Sorting Machine,actuation work • concealed layer,2020 6th International Conference on Signal Processing and Communication (ICSC),2020
2,0,Invitation for human assessors,1,10.1109/icsss49621.2020.9202154,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),A Compact multiband patch antenna for 5G applications using rectangular slotted DGS,recurrence band • versatile correspondence AND network,2020 7th International Conference on Smart Structures and Systems (ICSSS),2020
2,0,Invitation for human assessors,1,10.1109/icsss49621.2020.9202377,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Monitoring of Transformer Maintenance system using Internet of Things,enactment vitality • initiation vitality,2020 7th International Conference on Smart Structures and Systems (ICSSS),2020
2,0,Invitation for human assessors,1,10.1109/worlds450073.2020.9210353,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Big data and Spark: Comparison with Hadoop,preparation information • resistant framework,"2020 Fourth World Conference on Smart Trends in Systems, Security and Sustainability (WorldS4)",2020
2,0,Invitation for human assessors,1,10.1109/icci51257.2020.9247795,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Efficient Energy Usage Model for WSN-IoT Environments,vitality productivity • vitality utilization,2020 International Conference on Computational Intelligence (ICCI),2020
2,0,Invitation for human assessors,1,10.1109/icaccm50413.2020.9212914,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),A Review with New Approaches of Reflector Antenna,return misfortune • surface unpleasantness,"2020 International Conference on Advances in Computing, Communication & Materials (ICACCM)",2020
2,0,Invitation for human assessors,1,10.1109/dsaa49011.2020.00077,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Towards Privacy-Preserving Deep Learning: Opportunities and Challenges,preparation information • strategic relapse,2020 IEEE 7th International Conference on Data Science and Advanced Analytics (DSAA),2020
2,0,Invitation for human assessors,1,10.1109/icscan49426.2020.9262359,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Automated Identification of Diabetic Retinopathy Using Artificial Neutral Network,shrouded layer • yield layer AND neural,"2020 International Conference on System, Computation, Automation and Networking (ICSCAN)",2020
2,0,Invitation for human assessors,1,10.1109/icscan49426.2020.9262441,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Computer Aided Diagnosis of Aging Macular Deterioration Via Convolutional Neural Network,secret layer • vanishing slope gradient~10,"2020 International Conference on System, Computation, Automation and Networking (ICSCAN)",2020
2,0,Invitation for human assessors,1,10.1109/icce50343.2020.9290669,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Design of Automatic Key Finder for Search Engine Optimization in Internet of Everything,inquiry dialect • pre-preparing,2020 IEEE 1st International Conference for Convergence in Engineering (ICCE),2020
2,0,Invitation for human assessors,1,10.1109/iceca49313.2020.9297402,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Truth Discovery Algorithm on Big Data Social Media Tweets,computerized reasoning • counterfeit news,"2020 4th International Conference on Electronics, Communication and Aerospace Technology (ICECA)",2020
2,0,Invitation for human assessors,1,10.1109/inocon50539.2020.9298189,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Increasing Accuracy of Software Defect Prediction using 1-dimensional CNN with SVM,calculated relapse • high-exactness,2020 IEEE International Conference for Innovation in Technology (INOCON),2020
2,0,Invitation for human assessors,1,10.1109/iciss49785.2020.9316084,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),WiFi and Bluetooth based Smart Stick for Guiding Blind People,mind waves • outwardly debilitated,2020 3rd International Conference on Intelligent Sustainable Systems (ICISS),2020
2,0,Invitation for human assessors,1,10.1109/mpcit51588.2020.9350457,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),A Novel Model of Supervised Clustering using Sentiment and Contextual Analysis for Fake News Detection,counterfeit news • exactness and review,"2020 Third International Conference on Multimedia Processing, Communication & Information Technology (MPCIT)",2020
2,0,Invitation for human assessors,1,10.1109/isssc50941.2020.9358882,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),An Architecture Combining Convolutional Neural Network (CNN) with Batch Normalization for Apparel Image Classification,exactness accuracy~5 • profound learning AND deep learning,"2020 IEEE International Symposium on Sustainable Energy, Signal Processing and Cyber Security (iSSSC)",2020
2,0,Invitation for human assessors,1,10.1109/icacccn51052.2020.9362896,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Smart Office Area Monitoring & Control Based on IOT,astute home • shrewd gadget,"2020 2nd International Conference on Advances in Computing, Communication Control and Networking (ICACCCN)",2020
2,0,Invitation for human assessors,1,10.1109/citisia50690.2020.9371829,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Classification of Melanoma (Skin Cancer) using Convolutional Neural Network,convolutional neural system • profound learning AND deep learning,2020 5th International Conference on Innovative Technologies in Intelligent Systems and Industrial Applications (CITISIA),2020
2,0,Invitation for human assessors,1,10.1109/iccit51783.2020.9392734,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),A Hybrid GRU-CNN Feature Extraction Technique for Speaker Identification,discourse highlights • profound learning AND deep learning,2020 23rd International Conference on Computer and Information Technology (ICCIT),2020
2,0,Invitation for human assessors,1,10.1109/iccakm46823.2020.9051515,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),A Novel Energy Efficient Scheme for Wireless Sensor Network,vitality effective • vitality utilization,"2020 International Conference on Computation, Automation and Knowledge Management (ICCAKM)",2020
2,0,Invitation for human assessors,1,10.1109/icict50816.2021.9358737,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Automatic Segmenting Technique of Brain Tumors with Convolutional Neural Networks in MRI Images,pre-handling • preparation dataset,2021 6th International Conference on Inventive Computation Technologies (ICICT),2021
2,0,Invitation for human assessors,1,10.1109/icicv50876.2021.9388631,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Systematic Review Of Virtual Reality & Its Challenges,human-PC communications • increased reality AND 3D,2021 Third International Conference on Intelligent Communication Technologies and Virtual Mobile Networks (ICICV),2021
2,0,Invitation for human assessors,1,10.1109/icbaie52039.2021.9389970,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),A Camera PTZ Control Algorithm For Autonomous Mobile Inspection Robot,Fourier change • discrete Fourier change,"2021 IEEE 2nd International Conference on Big Data, Artificial Intelligence and Internet of Things Engineering (ICBAIE)",2021
2,0,Invitation for human assessors,1,10.1109/esci50559.2021.9396914,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),An Improved Model for Human Activity Recognition by Integrated feature Approach and Optimized SVM,shrouded layer • yield layer AND neural,2021 International Conference on Emerging Smart Computing and Informatics (ESCI),2021
2,0,Invitation for human assessors,1,10.1109/esci50559.2021.9396984,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Experimental Analysis of Dedicated GPU in Virtual Framework using vGPU,illustrations preparing unit • observational examination,2021 International Conference on Emerging Smart Computing and Informatics (ESCI),2021
2,0,Invitation for human assessors,1,10.1109/icais50930.2021.9395854,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Systematic analysis of Movie Recommendation System through Sentiment Analysis,exactness accuracy~5 • pre-handling,2021 International Conference on Artificial Intelligence and Smart Systems (ICAIS),2021
2,0,Invitation for human assessors,1,10.1109/icais50930.2021.9395985,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Prediction of Type-2 Diabetes using Machine Learning Algorithms,preparation information • strategic relapse,2021 International Conference on Artificial Intelligence and Smart Systems (ICAIS),2021
